user_id,age,age_group,engagement_level,spending_type,dream_traveler,travel_frequency,avg_days_between_booking,trip_type,trip_frequency_score,days_since_signup,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,total_sessions,sessions_per_week,total_page_clicks,avg_session_duration,avg_clicks_per_session,pct_sessions_flight_discount_used,pct_sessions_hotel_discount_used,pct_sessions_flight_booked,pct_sessions_hotel_booked,cancel_rate,first_trip_date,last_trip_date,total_trips,avg_days_between_trips,total_distance,avg_distance,total_price_paid,avg_price_paid,departure_flights,return_flights,total_flights,pct_return_flights_booked,total_flight_cost,avg_flight_costs,avg_fligth_cost_before_discount,avg_flight_discount,unique_cities_visited,total_hotel_cost,avg_hotel_cost,avg_hotel_cost_before_discount,avg_hotel_disocunt,avg_checked_bags_per_trip,avg_nights_per_stay,avg_rooms_per_booking,avg_hotel_spend_per_night,kmean_groups,dbscan_groups
174997,33,30-44,medium engagement,economy traveler,traveler,occasional traveler,8.0,solo or group trip,2,240,F,False,False,usa,grand rapids,GRR,42.881,-85.523,8,0.23,252,991.75,31.5,0.0,25.0,37.5,37.5,33.33333333333333,2023-02-06 09:00:00,2023-03-14 09:00:00,2,36.0,11814.6354520143,3938.2118173381,1174.43,587.215,2,2,4,100.0,590.43,295.215,0.0,0.0,2,584.0,292.0,0.0,0.0,0.0,2.5,1.0,116.8,5,0
175032,30,30-44,medium engagement,luxury traveler,traveler,occasional traveler,7.0,solo or group trip,2,240,F,False,False,usa,houston,IAH,29.98,-95.34,9,0.26,127,104.33333333333331,14.111111111111112,11.111111111111112,22.222222222222225,22.222222222222225,33.33333333333333,0.0,2023-03-12 07:00:00,2023-05-13 07:00:00,3,31.0,2789.0882690915105,1394.5441345457552,4352.85,1450.95,2,2,4,66.66666666666666,1109.25,369.75,0.0,0.0,2,3243.6,1202.0,50.28333333333333,0.05,0.5,4.333333333333333,2.0,111.84827586206896,3,0
181157,54,45-59,medium engagement,luxury traveler,traveler,occasional traveler,5.666666666666667,business trip,2,235,F,True,False,usa,houston,HOU,29.645,-95.279,8,0.24,153,141.125,19.125,25.0,12.5,37.5,37.5,0.0,2023-01-16 07:00:00,2023-04-03 11:00:00,3,38.5,3640.372453121898,1213.457484373966,6115.63,2038.5433333333333,3,3,6,100.0,1039.43,346.47666666666663,178.62666666666667,0.05,2,5076.2,1707.6666666666665,34.61666666666667,0.05,1.0,3.6666666666666665,2.0,158.63125,3,0
187212,56,45-59,medium engagement,premium traveler,traveler,occasional traveler,8.333333333333334,family trip,2,229,F,True,True,usa,los angeles,LAX,33.942,-118.408,8,0.24,128,118.75,16.0,12.5,12.5,37.5,37.5,0.0,2023-01-16 07:00:00,2023-03-11 13:00:00,3,27.0,7396.6715634819375,2465.5571878273126,2798.57,932.8566666666666,3,3,6,100.0,1242.57,414.19,0.0,0.0,3,1556.0,518.6666666666666,0.0,0.0,0.6666666666666666,3.0,1.0,172.88888888888889,0,0
189676,37,30-44,medium engagement,luxury traveler,traveler,occasional traveler,4.0,business trip,2,227,F,False,True,usa,fort worth,FTW,32.82,-97.362,8,0.25,93,86.375,11.625,12.5,0.0,12.5,25.0,0.0,2023-05-08 08:00:00,2023-05-08 08:00:00,2,0.0,2350.536145550067,2350.536145550067,6707.31,3353.655,1,1,2,50.0,1244.31,622.155,0.0,0.0,1,5463.0,2731.5,0.0,0.0,2.0,9.5,2.0,176.2258064516129,3,0
190866,38,30-44,medium engagement,premium traveler,traveler,regular traveler,7.4,solo or group trip,3,226,F,False,False,usa,tallahassee,TLH,30.396,-84.35,9,0.28,186,153.88888888888889,20.666666666666664,0.0,11.111111111111112,55.55555555555556,55.55555555555556,0.0,2023-01-17 14:00:00,2023-07-12 12:00:00,5,43.75,12118.678538904673,2423.7357077809347,4286.0,857.2,5,5,10,100.0,2081.0,416.2,0.0,0.0,4,2205.0,441.0,0.0,0.0,0.4,2.8,1.0,157.5,1,0
195192,29,18-29,medium engagement,premium traveler,traveler,one time traveler,15.0,solo or group trip,1,222,F,False,False,usa,chicago,MDW,41.786,-87.752,8,0.25,225,208.375,28.125,12.5,12.5,12.5,12.5,0.0,2023-05-01 07:00:00,2023-05-01 07:00:00,1,0.0,1165.5097458688963,1165.5097458688963,714.29,714.29,1,1,2,100.0,394.29,394.29,0.0,0.0,1,320.0,320.0,0.0,0.0,0.0,1.0,2.0,160.0,4,0
204943,42,30-44,medium engagement,luxury traveler,traveler,regular traveler,8.2,solo or group trip,3,213,M,False,False,canada,ottawa,YOW,45.323,-75.669,8,0.26,292,1043.5,36.5,25.0,0.0,87.5,87.5,16.666666666666664,2023-02-18 11:00:00,2023-06-07 07:00:00,5,27.0,12838.657114129468,1834.093873447067,6833.58,1366.716,5,5,10,100.0,2350.58,470.116,53.496,0.02,3,4483.0,896.6,0.0,0.0,1.4,3.6,1.6,166.03703703703704,1,0
204997,39,30-44,medium engagement,luxury traveler,traveler,occasional traveler,7.5,couple trip,2,213,F,True,False,usa,kansas city,MCI,39.297,-94.714,8,0.26,439,1399.17795025,54.875,12.5,25.0,62.5,50.0,50.0,2023-03-25 09:00:00,2023-07-19 16:00:00,2,116.0,15904.135923365608,3180.8271846731213,843.47,492.29,2,2,4,100.0,488.47,244.235,0.0,0.0,2,355.0,177.5,0.0,0.0,0.5,5.0,1.0,71.0,5,0
205044,41,30-44,medium engagement,luxury traveler,traveler,occasional traveler,6.333333333333333,business trip,2,213,F,True,True,canada,toronto,YKZ,43.862,-79.37,9,0.3,134,110.33333333333331,14.888888888888888,11.111111111111112,0.0,33.33333333333333,33.33333333333333,0.0,2023-02-02 10:00:00,2023-05-11 07:00:00,3,48.5,7190.517018428522,2396.8390061428404,9110.35,3036.7833333333333,3,3,6,100.0,2748.35,916.1166666666666,184.33333333333331,0.0166666666666666,2,6362.0,2120.6666666666665,0.0,0.0,0.3333333333333333,5.333333333333333,2.0,167.42105263157893,0,0
206011,40,30-44,medium engagement,premium traveler,traveler,regular traveler,5.75,business trip,3,212,F,False,True,usa,kansas city,MCI,39.297,-94.714,8,0.26,156,146.125,19.5,12.5,25.0,50.0,37.5,0.0,2023-02-21 11:00:00,2023-05-09 08:00:00,4,25.33333333333333,5808.245401800313,1452.0613504500782,2317.59,735.0866666666666,4,4,8,100.0,1046.59,261.6475,109.0775,0.0125,4,1271.0,317.75,0.0,0.0,0.25,3.333333333333333,1.0,127.1,1,0
217136,40,30-44,medium engagement,premium traveler,traveler,occasional traveler,6.0,business trip,2,202,F,False,True,usa,little rock,LIT,34.729,-92.224,8,0.28,106,99.375,13.25,25.0,0.0,12.5,25.0,0.0,2023-02-01 14:00:00,2023-02-01 14:00:00,2,0.0,3095.3404436795545,3095.3404436795545,1578.57,789.285,1,1,2,50.0,539.57,269.785,0.0,0.0,1,1039.0,519.5,0.0,0.0,0.0,2.5,1.0,207.8,3,0
220725,41,30-44,medium engagement,premium traveler,traveler,occasional traveler,5.0,business trip,2,199,F,False,False,usa,stockton,SCK,37.894,-121.239,9,0.32,316,948.8888888888889,35.111111111111114,11.111111111111112,11.111111111111112,55.55555555555556,44.44444444444445,25.0,2023-02-02 12:00:00,2023-06-12 10:00:00,3,64.5,13822.318203706214,2764.4636407412427,2775.42,1148.205,3,3,6,100.0,1533.42,511.14,0.0,0.0,3,1242.0,414.0,0.0,0.0,0.3333333333333333,4.5,1.0,138.0,5,0
224996,44,30-44,medium engagement,economy traveler,traveler,occasional traveler,8.0,parent trip,2,196,F,False,True,canada,halifax,YHZ,44.881,-63.509,8,0.29,102,94.625,12.75,0.0,12.5,25.0,12.5,0.0,2023-02-23 07:00:00,2023-05-20 15:00:00,2,86.0,4976.256525693032,2488.128262846516,1128.61,400.38,2,2,4,100.0,897.61,448.805,0.0,0.0,2,231.0,115.5,0.0,0.0,0.0,1.0,1.0,231.0,3,0
226367,44,30-44,medium engagement,luxury traveler,traveler,occasional traveler,7.0,solo or group trip,2,194,F,False,False,usa,washington,IAD,38.944,-77.456,8,0.29,114,105.5,14.25,12.5,0.0,37.5,37.5,0.0,2023-03-14 10:00:00,2023-07-05 14:00:00,3,56.5,4899.588068125793,1633.1960227085976,3817.21,1272.4033333333332,3,3,6,100.0,889.21,296.4033333333333,37.376666666666665,0.0166666666666666,3,2928.0,976.0,0.0,0.0,0.6666666666666666,2.666666666666667,1.3333333333333333,266.1818181818182,3,0
228872,36,30-44,medium engagement,premium traveler,traveler,occasional traveler,6.0,business trip,2,192,M,False,False,usa,san antonio,RND,29.529,-98.279,8,0.29,126,118.0,15.75,12.5,0.0,12.5,25.0,0.0,2023-05-30 07:00:00,2023-05-30 07:00:00,2,0.0,2953.6730397354886,2953.6730397354886,1869.21,934.605,1,1,2,50.0,509.21,254.605,0.0,0.0,1,1360.0,680.0,0.0,0.0,1.0,7.0,1.0,97.14285714285714,3,0
229009,18,18-29,medium engagement,economy traveler,traveler,occasional traveler,8.5,solo or group trip,2,192,F,False,False,usa,stockton,SCK,37.894,-121.239,8,0.29,144,264.78542925,18.0,0.0,0.0,50.0,37.5,33.33333333333333,2023-03-24 07:00:00,2023-05-27 10:00:00,2,64.0,48762.015177632944,12190.503794408236,1834.63,917.315,2,2,4,100.0,1061.63,530.815,0.0,0.0,2,773.0,386.5,0.0,0.0,0.5,2.5,1.0,154.6,5,0
229330,48,45-59,medium engagement,luxury traveler,traveler,regular traveler,7.25,couple trip,3,192,F,True,False,usa,colorado springs,COS,38.806,-104.7,8,0.29,129,119.625,16.125,0.0,12.5,50.0,50.0,0.0,2023-01-29 08:00:00,2023-07-30 07:00:00,4,60.333333333333336,4702.760020119415,1175.6900050298536,5990.11,1497.5275,4,4,8,100.0,1548.11,387.0275,0.0,0.0,3,4442.0,1110.5,0.0,0.0,0.25,2.25,1.75,277.625,1,0
232647,19,18-29,medium engagement,luxury traveler,traveler,occasional traveler,4.5,business trip,2,189,F,False,False,usa,birmingham,BHM,33.563,-86.753,8,0.3,100,93.875,12.5,12.5,0.0,12.5,12.5,0.0,2023-03-03 12:00:00,2023-03-03 12:00:00,2,0.0,1436.751018608673,1436.751018608673,2580.1,2343.0,1,1,2,50.0,237.1,118.55,0.0,0.0,1,2343.0,1171.5,0.0,0.0,1.0,11.0,1.0,213.0,4,0
249521,60,60+,medium engagement,economy traveler,traveler,occasional traveler,7.5,family trip,2,174,F,True,True,canada,ottawa,YOW,45.323,-75.669,8,0.32,151,140.625,18.875,12.5,37.5,12.5,25.0,0.0,2023-03-15 13:00:00,2023-03-15 13:00:00,2,0.0,3739.589951281529,3739.589951281529,1186.42,593.21,1,1,2,50.0,642.02,321.01,0.0,0.0,1,544.4,283.0,53.95,0.05,1.0,2.0,1.0,136.1,0,0
252835,39,30-44,medium engagement,premium traveler,traveler,regular traveler,7.8,parent trip,3,171,F,False,True,usa,chicago,ORD,41.979,-87.904,8,0.33,117,108.25,14.625,12.5,12.5,62.5,50.0,0.0,2023-01-15 07:00:00,2023-07-19 10:00:00,5,46.25,9296.19556183142,1859.239112366284,3378.55,733.585,5,5,10,100.0,1676.55,335.31,40.55,0.06,3,1702.0,340.4,0.0,0.0,0.6,3.25,1.0,130.92307692307693,1,0
276512,42,30-44,medium engagement,economy traveler,traveler,one time traveler,10.0,family trip,1,152,F,True,True,usa,austin,AUS,30.194,-97.67,8,0.37,98,91.375,12.25,25.0,25.0,12.5,12.5,0.0,2023-02-03 16:00:00,2023-02-03 16:00:00,1,0.0,2409.253288662373,2409.253288662373,595.69,595.69,1,1,2,100.0,395.69,395.69,0.0,0.0,1,200.0,200.0,0.0,0.0,1.0,2.0,1.0,100.0,0,0
281952,38,30-44,medium engagement,economy traveler,traveler,occasional traveler,7.5,solo or group trip,2,147,F,False,False,usa,louisville,LOU,38.228,-85.664,8,0.38,158,146.375,19.75,0.0,12.5,25.0,25.0,0.0,2023-03-20 07:00:00,2023-07-19 07:00:00,2,121.0,3933.661143696229,1966.8305718481147,1006.02,503.01,2,2,4,100.0,684.72,342.36,0.0,0.0,2,321.3,174.0,88.925,0.075,1.5,1.5,1.0,107.1,3,0
283325,51,45-59,medium engagement,luxury traveler,traveler,occasional traveler,8.5,couple trip,2,146,F,True,False,usa,dallas,DAL,32.847,-96.852,8,0.38,114,105.625,14.25,25.0,12.5,12.5,25.0,0.0,2023-03-05 14:00:00,2023-03-05 14:00:00,2,0.0,2838.442946557796,2838.442946557796,3864.27,1932.135,1,1,2,50.0,453.27,226.635,226.585,0.05,1,3411.0,1705.5,0.0,0.0,0.0,3.5,1.5,379.0,2,0
290123,42,30-44,medium engagement,luxury traveler,traveler,frequent traveler,6.142857142857143,business trip,4,140,F,True,False,usa,houston,HOU,29.645,-95.279,9,0.45,190,155.88888888888889,21.11111111111111,0.0,0.0,77.77777777777777,66.66666666666666,0.0,2023-01-31 07:00:00,2023-07-19 10:00:00,7,28.166666666666668,17733.661381374288,2533.380197339184,10690.11,1704.5983333333331,7,6,14,85.71428571428571,4796.11,685.1585714285713,0.0,0.0,7,5894.0,842.0,0.0,0.0,0.8571428571428571,3.166666666666667,1.6666666666666667,178.6060606060606,1,1
297546,52,45-59,medium engagement,luxury traveler,traveler,regular traveler,6.2,business trip,3,134,F,True,False,usa,new york,JFK,40.64,-73.779,8,0.42,207,192.875,25.875,0.0,12.5,50.0,62.5,0.0,2023-01-22 14:00:00,2023-07-14 15:00:00,5,43.25,7090.948336965269,1772.7370842413172,5616.72,1123.344,4,4,8,80.0,1660.72,332.144,0.0,0.0,4,3956.0,806.8,23.99,0.01,0.75,5.8,1.4,106.91891891891892,1,0
298253,47,45-59,medium engagement,luxury traveler,traveler,one time traveler,6.0,business trip,1,134,F,True,True,usa,los angeles,LAX,33.942,-118.408,8,0.42,98,91.75,12.25,25.0,12.5,12.5,0.0,0.0,2023-04-05 07:00:00,2023-04-05 07:00:00,1,0.0,4183.68105154044,4183.68105154044,712.42,0.0,1,1,2,100.0,712.42,712.42,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0
299476,39,30-44,medium engagement,economy traveler,traveler,one time traveler,8.0,couple trip,1,133,F,True,False,usa,atlanta,ATL,33.64,-84.427,9,0.47,187,154.11111111111111,20.777777777777775,22.222222222222225,22.222222222222225,11.111111111111112,11.111111111111112,0.0,2023-01-23 15:00:00,2023-01-23 15:00:00,1,0.0,1090.0004072477632,1090.0004072477632,334.38,334.38,1,1,2,100.0,192.38,192.38,0.0,0.0,1,142.0,142.0,0.0,0.0,0.0,2.0,1.0,71.0,4,0
306819,61,60+,medium engagement,premium traveler,traveler,one time traveler,4.0,business trip,1,126,F,True,True,usa,new york,JFK,40.64,-73.779,8,0.44,329,1061.875,41.125,12.5,12.5,37.5,37.5,50.0,2023-04-11 16:00:00,2023-04-11 16:00:00,1,0.0,1474.9141044158278,491.638034805276,790.16,790.16,1,1,2,100.0,50.16,50.16,0.0,0.0,1,740.0,740.0,0.0,0.0,1.0,2.0,1.0,370.0,5,0
312488,31,30-44,medium engagement,economy traveler,traveler,one time traveler,6.0,business trip,1,122,M,True,False,usa,new york,JFK,40.64,-73.779,8,0.46,76,71.0,9.5,12.5,12.5,12.5,12.5,0.0,2023-07-16 07:00:00,2023-07-16 07:00:00,1,0.0,2171.5337603216926,2171.5337603216926,706.1,706.1,1,1,2,100.0,407.1,407.1,0.0,0.0,1,299.0,299.0,0.0,0.0,1.0,1.0,1.0,299.0,4,0
313724,52,45-59,medium engagement,luxury traveler,traveler,regular traveler,12.25,solo or group trip,3,121,F,False,False,usa,tulsa,TUL,36.198,-95.888,8,0.46,351,1110.375,43.875,0.0,0.0,62.5,75.0,20.0,2023-01-11 08:00:00,2023-04-14 07:00:00,4,30.666666666666668,9202.599611024856,1840.5199222049712,4879.84,1219.96,3,3,6,75.0,1156.84,289.21,0.0,0.0,3,3723.0,930.75,0.0,0.0,0.6666666666666666,4.0,1.5,128.3793103448276,5,0
316527,42,30-44,medium engagement,luxury traveler,traveler,regular traveler,7.5,family trip,3,119,F,True,True,canada,winnipeg,YWG,49.91,-97.234,8,0.47,139,130.0,17.375,12.5,12.5,50.0,50.0,0.0,2023-01-21 10:00:00,2023-04-27 07:00:00,4,31.666666666666668,7762.721405768636,1940.680351442159,8127.29,2031.8225,4,4,8,100.0,1739.89,434.9725,0.0,0.0,4,6387.4,1600.75,19.4875,0.0125,0.25,3.5,1.25,399.2125,1,0
317688,41,30-44,medium engagement,premium traveler,traveler,regular traveler,8.5,parent trip,3,118,F,False,True,usa,indianapolis,IND,39.717,-86.294,8,0.47,133,124.0,16.625,25.0,12.5,50.0,50.0,0.0,2023-01-19 14:00:00,2023-07-19 10:00:00,4,60.0,6538.749782703793,1634.6874456759483,2982.64,745.66,4,4,8,100.0,1238.74,309.685,0.0,0.0,4,1743.9,437.25,25.4875,0.0125,0.5,2.25,1.0,193.76666666666665,1,0
322867,47,45-59,medium engagement,luxury traveler,traveler,one time traveler,6.0,business trip,1,113,F,False,False,usa,mobile,BFM,30.626,-88.068,8,0.5,82,77.0,10.25,25.0,25.0,12.5,12.5,0.0,2023-01-25 10:00:00,2023-01-25 10:00:00,1,0.0,919.997617427402,919.997617427402,1685.04,1685.04,1,1,2,100.0,173.04,173.04,0.0,0.0,1,1512.0,1512.0,0.0,0.0,1.0,8.0,1.0,189.0,4,0
324191,40,30-44,medium engagement,luxury traveler,traveler,occasional traveler,9.5,solo or group trip,2,112,F,False,False,usa,san diego,SAN,32.733,-117.189,8,0.5,86,80.125,10.75,25.0,12.5,25.0,25.0,0.0,2023-02-23 16:00:00,2023-03-28 09:00:00,2,32.0,352.54269108579217,176.27134554289609,2631.74,1315.87,2,2,4,100.0,99.74,49.87,0.0,0.0,1,2532.0,1266.0,0.0,0.0,0.5,5.0,1.5,211.0,3,0
328590,56,45-59,medium engagement,luxury traveler,traveler,occasional traveler,8.5,solo or group trip,2,109,F,False,False,usa,san diego,NZY,32.699,-117.215,8,0.51,383,1085.5,47.875,12.5,25.0,50.0,37.5,33.33333333333333,2023-02-04 16:00:00,2023-05-26 16:00:00,2,111.0,14711.709384907586,3677.9273462268966,5350.45,2675.225,2,2,4,100.0,2203.95,1101.975,0.0,0.0,2,3146.5,1782.5,77.425,0.075,0.5,5.5,2.0,136.80434782608697,5,0
330764,40,30-44,medium engagement,premium traveler,traveler,occasional traveler,5.5,business trip,2,107,F,False,False,usa,detroit,DET,42.409,-83.01,8,0.52,375,1061.125,46.875,0.0,12.5,25.0,37.5,33.33333333333333,,,2,0.0,1368.5522439829804,684.2761219914902,1094.0,547.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1094.0,547.0,0.0,0.0,0.0,4.5,1.0,121.55555555555556,5,0
330893,44,30-44,medium engagement,premium traveler,traveler,occasional traveler,5.333333333333333,business trip,2,107,F,True,True,usa,oklahoma city,OKC,35.393,-97.601,8,0.52,133,124.0,16.625,0.0,12.5,37.5,37.5,0.0,2023-01-24 07:00:00,2023-07-05 07:00:00,3,81.0,4810.064082308094,1603.354694102698,1847.61,615.87,3,3,6,100.0,861.61,287.2033333333333,0.0,0.0,3,986.0,328.66666666666663,0.0,0.0,0.6666666666666666,2.333333333333333,1.0,140.85714285714283,0,0
334787,54,45-59,medium engagement,premium traveler,traveler,occasional traveler,5.333333333333333,business trip,2,104,F,False,False,usa,minneapolis,MSP,44.88,-93.217,8,0.54,119,110.875,14.875,25.0,0.0,37.5,37.5,0.0,2023-02-20 07:00:00,2023-03-31 08:00:00,3,19.5,4133.879326866843,1377.959775622281,1948.17,649.39,3,3,6,100.0,758.17,252.72333333333333,58.133333333333326,0.0166666666666666,3,1190.0,396.66666666666663,0.0,0.0,0.6666666666666666,2.333333333333333,1.0,170.0,3,0
338086,41,30-44,medium engagement,economy traveler,traveler,occasional traveler,7.0,parent trip,2,102,F,False,True,usa,washington,IAD,38.944,-77.456,8,0.55,137,128.5,17.125,12.5,12.5,25.0,25.0,0.0,2023-01-25 07:00:00,2023-05-12 13:00:00,2,107.0,5317.10968804983,2658.554844024915,1249.69,624.845,2,2,4,100.0,981.69,490.845,0.0,0.0,2,268.0,139.0,24.9,0.1,0.5,2.0,1.0,67.0,3,0
340166,51,45-59,medium engagement,premium traveler,traveler,one time traveler,3.0,business trip,1,100,M,True,True,usa,san francisco,SFO,37.619,-122.375,8,0.56,88,81.625,11.0,12.5,12.5,0.0,12.5,0.0,,,1,0.0,0.0,0.0,474.0,474.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,474.0,474.0,0.0,0.0,0.0,2.0,1.0,237.0,4,0
343928,66,60+,medium engagement,economy traveler,traveler,occasional traveler,170.5,couple trip,2,97,F,True,False,usa,el paso,BIF,31.849,-106.38,8,0.58,122,112.75,15.25,25.0,12.5,25.0,12.5,0.0,2023-02-21 09:00:00,2024-06-20 07:00:00,2,484.0,22466.20267547655,11233.101337738275,6014.62,905.22,2,2,4,100.0,5550.62,2775.31,2554.6,0.1,2,464.0,232.0,0.0,0.0,0.5,4.0,1.0,116.0,3,0
347778,50,45-59,medium engagement,luxury traveler,traveler,regular traveler,6.0,business trip,3,94,F,False,False,usa,las vegas,LSV,36.236,-115.034,9,0.67,162,133.33333333333331,18.0,22.222222222222225,0.0,55.55555555555556,44.44444444444445,0.0,2023-02-24 11:00:00,2023-06-26 11:00:00,5,30.5,12785.853272132965,2557.1706544265926,10412.69,2512.5875,5,5,10,100.0,4233.69,846.738,0.0,0.0,4,6179.0,1235.8,0.0,0.0,1.0,3.25,1.75,247.16,1,0
348817,29,18-29,medium engagement,luxury traveler,traveler,regular traveler,5.0,business trip,3,93,F,False,False,canada,calgary,YYC,51.114,-114.02,8,0.6,125,116.0,15.625,12.5,0.0,37.5,50.0,0.0,2023-01-26 09:00:00,2023-05-26 07:00:00,4,39.66666666666666,7568.604200685305,2522.868066895101,4807.62,1201.905,3,3,6,75.0,1374.62,343.655,0.0,0.0,3,3433.0,858.25,0.0,0.0,0.6666666666666666,3.0,1.0,286.0833333333333,1,0
