"user_id","age","age_group","engagement_level","spending_type","dream_traveler","travel_frequency","avg_days_between_booking","trip_type","trip_frequency_score","days_since_signup","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","total_sessions","sessions_per_week","total_page_clicks","avg_session_duration","avg_clicks_per_session","pct_sessions_flight_discount_used","pct_sessions_hotel_discount_used","pct_sessions_flight_booked","pct_sessions_hotel_booked","cancel_rate","first_trip_date","last_trip_date","total_trips","avg_days_between_trips","total_distance","avg_distance","total_price_paid","avg_price_paid","departure_flights","return_flights","total_flights","pct_return_flights_booked","total_flight_cost","avg_flight_costs","avg_fligth_cost_before_discount","avg_flight_discount","unique_cities_visited","total_hotel_cost","avg_hotel_cost","avg_hotel_cost_before_discount","avg_hotel_disocunt","avg_checked_bags_per_trip","avg_nights_per_stay","avg_rooms_per_booking","avg_hotel_spend_per_night"
"174997","33","30-44","medium engagement","economy traveler","traveler","occasional traveler","8","solo or group trip","2","240","F","false","false","usa","grand rapids","GRR","42.881","-85.523","8","0.23","252","991.7500000000000000","31.5000000000000000","0.00000000000000000000","25.0000000000000000","37.5000000000000000","37.5000000000000000","33.3333333333333333","2023-02-06 09:00:00","2023-03-14 09:00:00","2","36","11814.6354520143","3938.2118173381","1174.43","587.2150000000000000","2","2","4","100.0000000000000000","590.43","295.2150000000000000","0.00000000000000000000","0.00000000000000000000","2","584","292.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","2.5000000000000000","1.00000000000000000000","116.8000000000000000"
"175032","30","30-44","medium engagement","luxury traveler","traveler","occasional traveler","7","solo or group trip","2","240","F","false","false","usa","houston","IAH","29.98","-95.34","9","0.26","127","104.3333333333333333","14.1111111111111111","11.1111111111111111","22.2222222222222222","22.2222222222222222","33.3333333333333333","0.00000000000000000000","2023-03-12 07:00:00","2023-05-13 07:00:00","3","31","2789.0882690915105","1394.5441345457552","4352.85","1450.9500000000000000","2","2","4","66.6666666666666667","1109.25","369.7500000000000000","0.00000000000000000000","0.00000000000000000000","2","3243.60","1202.0000000000000000","50.2833333333333333","0.05000000000000000000","0.50000000000000000000","4.3333333333333333","2.0000000000000000","111.8482758620689655"
"181157","54","45-59","medium engagement","luxury traveler","traveler","occasional traveler","5.666666666666667","business trip","2","235","F","true","false","usa","houston","HOU","29.645","-95.279","8","0.24","153","141.1250000000000000","19.1250000000000000","25.0000000000000000","12.5000000000000000","37.5000000000000000","37.5000000000000000","0.00000000000000000000","2023-01-16 07:00:00","2023-04-03 11:00:00","3","38.5","3640.372453121898","1213.457484373966","6115.63","2038.5433333333333333","3","3","6","100.0000000000000000","1039.43","346.4766666666666667","178.6266666666666667","0.05000000000000000000","2","5076.20","1707.6666666666666667","34.6166666666666667","0.05000000000000000000","1.00000000000000000000","3.6666666666666667","2.0000000000000000","158.6312500000000000"
"187212","56","45-59","medium engagement","premium traveler","traveler","occasional traveler","8.333333333333334","family trip","2","229","F","true","true","usa","los angeles","LAX","33.942","-118.408","8","0.24","128","118.7500000000000000","16.0000000000000000","12.5000000000000000","12.5000000000000000","37.5000000000000000","37.5000000000000000","0.00000000000000000000","2023-01-16 07:00:00","2023-03-11 13:00:00","3","27","7396.6715634819375","2465.5571878273126","2798.57","932.8566666666666667","3","3","6","100.0000000000000000","1242.57","414.1900000000000000","0.00000000000000000000","0.00000000000000000000","3","1556","518.6666666666666667","0.00000000000000000000","0.00000000000000000000","0.66666666666666666667","3.0000000000000000","1.00000000000000000000","172.8888888888888889"
"189676","37","30-44","medium engagement","luxury traveler","traveler","occasional traveler","4","business trip","2","227","F","false","true","usa","fort worth","FTW","32.82","-97.362","8","0.25","93","86.3750000000000000","11.6250000000000000","12.5000000000000000","0.00000000000000000000","12.5000000000000000","25.0000000000000000","0.00000000000000000000","2023-05-08 08:00:00","2023-05-08 08:00:00","2","0","2350.536145550067","2350.536145550067","6707.31","3353.6550000000000000","1","1","2","50.0000000000000000","1244.31","622.1550000000000000","0.00000000000000000000","0.00000000000000000000","1","5463","2731.5000000000000000","0.00000000000000000000","0.00000000000000000000","2.0000000000000000","9.5000000000000000","2.0000000000000000","176.2258064516129032"
"190866","38","30-44","medium engagement","premium traveler","traveler","regular traveler","7.4","solo or group trip","3","226","F","false","false","usa","tallahassee","TLH","30.396","-84.35","9","0.28","186","153.8888888888888889","20.6666666666666667","0.00000000000000000000","11.1111111111111111","55.5555555555555556","55.5555555555555556","0.00000000000000000000","2023-01-17 14:00:00","2023-07-12 12:00:00","5","43.75","12118.678538904673","2423.7357077809347","4286.00","857.2000000000000000","5","5","10","100.0000000000000000","2081.00","416.2000000000000000","0.00000000000000000000","0.00000000000000000000","4","2205","441.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.40000000000000000000","2.8000000000000000","1.00000000000000000000","157.5000000000000000"
"195192","29","18-29","medium engagement","premium traveler","traveler","one time traveler","15","solo or group trip","1","222","F","false","false","usa","chicago","MDW","41.786","-87.752","8","0.25","225","208.3750000000000000","28.1250000000000000","12.5000000000000000","12.5000000000000000","12.5000000000000000","12.5000000000000000","0.00000000000000000000","2023-05-01 07:00:00","2023-05-01 07:00:00","1","0","1165.5097458688963","1165.5097458688963","714.29","714.2900000000000000","1","1","2","100.0000000000000000","394.29","394.2900000000000000","0.00000000000000000000","0.00000000000000000000","1","320","320.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1.00000000000000000000","2.0000000000000000","160.0000000000000000"
"204943","42","30-44","medium engagement","luxury traveler","traveler","regular traveler","8.2","solo or group trip","3","213","M","false","false","canada","ottawa","YOW","45.323","-75.669","8","0.26","292","1043.5000000000000000","36.5000000000000000","25.0000000000000000","0.00000000000000000000","87.5000000000000000","87.5000000000000000","16.6666666666666667","2023-02-18 11:00:00","2023-06-07 07:00:00","5","27","12838.657114129468","1834.093873447067","6833.58","1366.7160000000000000","5","5","10","100.0000000000000000","2350.58","470.1160000000000000","53.4960000000000000","0.02000000000000000000","3","4483","896.6000000000000000","0.00000000000000000000","0.00000000000000000000","1.4000000000000000","3.6000000000000000","1.6000000000000000","166.0370370370370370"
"204997","39","30-44","medium engagement","luxury traveler","traveler","occasional traveler","7.5","couple trip","2","213","F","true","false","usa","kansas city","MCI","39.297","-94.714","8","0.26","439","1399.1779502500000000","54.8750000000000000","12.5000000000000000","25.0000000000000000","62.5000000000000000","50.0000000000000000","50.0000000000000000","2023-03-25 09:00:00","2023-07-19 16:00:00","2","116","15904.135923365608","3180.8271846731213","843.47","492.2900000000000000","2","2","4","100.0000000000000000","488.47","244.2350000000000000","0.00000000000000000000","0.00000000000000000000","2","355","177.5000000000000000","0.00000000000000000000","0.00000000000000000000","0.50000000000000000000","5.0000000000000000","1.00000000000000000000","71.0000000000000000"
"205044","41","30-44","medium engagement","luxury traveler","traveler","occasional traveler","6.333333333333333","business trip","2","213","F","true","true","canada","toronto","YKZ","43.862","-79.37","9","0.30","134","110.3333333333333333","14.8888888888888889","11.1111111111111111","0.00000000000000000000","33.3333333333333333","33.3333333333333333","0.00000000000000000000","2023-02-02 10:00:00","2023-05-11 07:00:00","3","48.5","7190.517018428522","2396.8390061428404","9110.35","3036.7833333333333333","3","3","6","100.0000000000000000","2748.35","916.1166666666666667","184.3333333333333333","0.01666666666666666667","2","6362","2120.6666666666666667","0.00000000000000000000","0.00000000000000000000","0.33333333333333333333","5.3333333333333333","2.0000000000000000","167.4210526315789474"
"206011","40","30-44","medium engagement","premium traveler","traveler","regular traveler","5.75","business trip","3","212","F","false","true","usa","kansas city","MCI","39.297","-94.714","8","0.26","156","146.1250000000000000","19.5000000000000000","12.5000000000000000","25.0000000000000000","50.0000000000000000","37.5000000000000000","0.00000000000000000000","2023-02-21 11:00:00","2023-05-09 08:00:00","4","25.333333333333332","5808.245401800313","1452.0613504500782","2317.59","735.0866666666666667","4","4","8","100.0000000000000000","1046.59","261.6475000000000000","109.0775000000000000","0.01250000000000000000","4","1271","317.7500000000000000","0.00000000000000000000","0.00000000000000000000","0.25000000000000000000","3.3333333333333333","1.00000000000000000000","127.1000000000000000"
"217136","40","30-44","medium engagement","premium traveler","traveler","occasional traveler","6","business trip","2","202","F","false","true","usa","little rock","LIT","34.729","-92.224","8","0.28","106","99.3750000000000000","13.2500000000000000","25.0000000000000000","0.00000000000000000000","12.5000000000000000","25.0000000000000000","0.00000000000000000000","2023-02-01 14:00:00","2023-02-01 14:00:00","2","0","3095.3404436795545","3095.3404436795545","1578.57","789.2850000000000000","1","1","2","50.0000000000000000","539.57","269.7850000000000000","0.00000000000000000000","0.00000000000000000000","1","1039","519.5000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","2.5000000000000000","1.00000000000000000000","207.8000000000000000"
"220725","41","30-44","medium engagement","premium traveler","traveler","occasional traveler","5","business trip","2","199","F","false","false","usa","stockton","SCK","37.894","-121.239","9","0.32","316","948.8888888888888889","35.1111111111111111","11.1111111111111111","11.1111111111111111","55.5555555555555556","44.4444444444444444","25.0000000000000000","2023-02-02 12:00:00","2023-06-12 10:00:00","3","64.5","13822.318203706214","2764.4636407412427","2775.42","1148.2050000000000000","3","3","6","100.0000000000000000","1533.42","511.1400000000000000","0.00000000000000000000","0.00000000000000000000","3","1242","414.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.33333333333333333333","4.5000000000000000","1.00000000000000000000","138.0000000000000000"
"224996","44","30-44","medium engagement","economy traveler","traveler","occasional traveler","8","parent trip","2","196","F","false","true","canada","halifax","YHZ","44.881","-63.509","8","0.29","102","94.6250000000000000","12.7500000000000000","0.00000000000000000000","12.5000000000000000","25.0000000000000000","12.5000000000000000","0.00000000000000000000","2023-02-23 07:00:00","2023-05-20 15:00:00","2","86","4976.256525693032","2488.128262846516","1128.61","400.3800000000000000","2","2","4","100.0000000000000000","897.61","448.8050000000000000","0.00000000000000000000","0.00000000000000000000","2","231","115.5000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","231.0000000000000000"
"226367","44","30-44","medium engagement","luxury traveler","traveler","occasional traveler","7","solo or group trip","2","194","F","false","false","usa","washington","IAD","38.944","-77.456","8","0.29","114","105.5000000000000000","14.2500000000000000","12.5000000000000000","0.00000000000000000000","37.5000000000000000","37.5000000000000000","0.00000000000000000000","2023-03-14 10:00:00","2023-07-05 14:00:00","3","56.5","4899.588068125793","1633.1960227085976","3817.21","1272.4033333333333333","3","3","6","100.0000000000000000","889.21","296.4033333333333333","37.3766666666666667","0.01666666666666666667","3","2928","976.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.66666666666666666667","2.6666666666666667","1.3333333333333333","266.1818181818181818"
"228872","36","30-44","medium engagement","premium traveler","traveler","occasional traveler","6","business trip","2","192","M","false","false","usa","san antonio","RND","29.529","-98.279","8","0.29","126","118.0000000000000000","15.7500000000000000","12.5000000000000000","0.00000000000000000000","12.5000000000000000","25.0000000000000000","0.00000000000000000000","2023-05-30 07:00:00","2023-05-30 07:00:00","2","0","2953.6730397354886","2953.6730397354886","1869.21","934.6050000000000000","1","1","2","50.0000000000000000","509.21","254.6050000000000000","0.00000000000000000000","0.00000000000000000000","1","1360","680.0000000000000000","0.00000000000000000000","0.00000000000000000000","1.00000000000000000000","7.0000000000000000","1.00000000000000000000","97.1428571428571429"
"229009","18","18-29","medium engagement","economy traveler","traveler","occasional traveler","8.5","solo or group trip","2","192","F","false","false","usa","stockton","SCK","37.894","-121.239","8","0.29","144","264.7854292500000000","18.0000000000000000","0.00000000000000000000","0.00000000000000000000","50.0000000000000000","37.5000000000000000","33.3333333333333333","2023-03-24 07:00:00","2023-05-27 10:00:00","2","64","48762.015177632944","12190.503794408236","1834.63","917.3150000000000000","2","2","4","100.0000000000000000","1061.63","530.8150000000000000","0.00000000000000000000","0.00000000000000000000","2","773","386.5000000000000000","0.00000000000000000000","0.00000000000000000000","0.50000000000000000000","2.5000000000000000","1.00000000000000000000","154.6000000000000000"
"229330","48","45-59","medium engagement","luxury traveler","traveler","regular traveler","7.25","couple trip","3","192","F","true","false","usa","colorado springs","COS","38.806","-104.7","8","0.29","129","119.6250000000000000","16.1250000000000000","0.00000000000000000000","12.5000000000000000","50.0000000000000000","50.0000000000000000","0.00000000000000000000","2023-01-29 08:00:00","2023-07-30 07:00:00","4","60.333333333333336","4702.760020119415","1175.6900050298536","5990.11","1497.5275000000000000","4","4","8","100.0000000000000000","1548.11","387.0275000000000000","0.00000000000000000000","0.00000000000000000000","3","4442","1110.5000000000000000","0.00000000000000000000","0.00000000000000000000","0.25000000000000000000","2.2500000000000000","1.7500000000000000","277.6250000000000000"
"232647","19","18-29","medium engagement","luxury traveler","traveler","occasional traveler","4.5","business trip","2","189","F","false","false","usa","birmingham","BHM","33.563","-86.753","8","0.30","100","93.8750000000000000","12.5000000000000000","12.5000000000000000","0.00000000000000000000","12.5000000000000000","12.5000000000000000","0.00000000000000000000","2023-03-03 12:00:00","2023-03-03 12:00:00","2","0","1436.751018608673","1436.751018608673","2580.1","2343.0000000000000000","1","1","2","50.0000000000000000","237.1","118.5500000000000000","0.00000000000000000000","0.00000000000000000000","1","2343","1171.5000000000000000","0.00000000000000000000","0.00000000000000000000","1.00000000000000000000","11.0000000000000000","1.00000000000000000000","213.0000000000000000"
"249521","60","60+","medium engagement","economy traveler","traveler","occasional traveler","7.5","family trip","2","174","F","true","true","canada","ottawa","YOW","45.323","-75.669","8","0.32","151","140.6250000000000000","18.8750000000000000","12.5000000000000000","37.5000000000000000","12.5000000000000000","25.0000000000000000","0.00000000000000000000","2023-03-15 13:00:00","2023-03-15 13:00:00","2","0","3739.589951281529","3739.589951281529","1186.42","593.2100000000000000","1","1","2","50.0000000000000000","642.02","321.0100000000000000","0.00000000000000000000","0.00000000000000000000","1","544.4","283.0000000000000000","53.9500000000000000","0.05000000000000000000","1.00000000000000000000","2.0000000000000000","1.00000000000000000000","136.1000000000000000"
"252835","39","30-44","medium engagement","premium traveler","traveler","regular traveler","7.8","parent trip","3","171","F","false","true","usa","chicago","ORD","41.979","-87.904","8","0.33","117","108.2500000000000000","14.6250000000000000","12.5000000000000000","12.5000000000000000","62.5000000000000000","50.0000000000000000","0.00000000000000000000","2023-01-15 07:00:00","2023-07-19 10:00:00","5","46.25","9296.195561831419","1859.2391123662837","3378.55","733.5850000000000000","5","5","10","100.0000000000000000","1676.55","335.3100000000000000","40.5500000000000000","0.06000000000000000000","3","1702","340.4000000000000000","0.00000000000000000000","0.00000000000000000000","0.60000000000000000000","3.2500000000000000","1.00000000000000000000","130.9230769230769231"
"276512","42","30-44","medium engagement","economy traveler","traveler","one time traveler","10","family trip","1","152","F","true","true","usa","austin","AUS","30.194","-97.67","8","0.37","98","91.3750000000000000","12.2500000000000000","25.0000000000000000","25.0000000000000000","12.5000000000000000","12.5000000000000000","0.00000000000000000000","2023-02-03 16:00:00","2023-02-03 16:00:00","1","0","2409.253288662373","2409.253288662373","595.69","595.6900000000000000","1","1","2","100.0000000000000000","395.69","395.6900000000000000","0.00000000000000000000","0.00000000000000000000","1","200","200.0000000000000000","0.00000000000000000000","0.00000000000000000000","1.00000000000000000000","2.0000000000000000","1.00000000000000000000","100.0000000000000000"
"281952","38","30-44","medium engagement","economy traveler","traveler","occasional traveler","7.5","solo or group trip","2","147","F","false","false","usa","louisville","LOU","38.228","-85.664","8","0.38","158","146.3750000000000000","19.7500000000000000","0.00000000000000000000","12.5000000000000000","25.0000000000000000","25.0000000000000000","0.00000000000000000000","2023-03-20 07:00:00","2023-07-19 07:00:00","2","121","3933.6611436962294","1966.8305718481147","1006.02","503.0100000000000000","2","2","4","100.0000000000000000","684.72","342.3600000000000000","0.00000000000000000000","0.00000000000000000000","2","321.30","174.0000000000000000","88.9250000000000000","0.07500000000000000000","1.5000000000000000","1.5000000000000000","1.00000000000000000000","107.1000000000000000"
"283325","51","45-59","medium engagement","luxury traveler","traveler","occasional traveler","8.5","couple trip","2","146","F","true","false","usa","dallas","DAL","32.847","-96.852","8","0.38","114","105.6250000000000000","14.2500000000000000","25.0000000000000000","12.5000000000000000","12.5000000000000000","25.0000000000000000","0.00000000000000000000","2023-03-05 14:00:00","2023-03-05 14:00:00","2","0","2838.442946557796","2838.442946557796","3864.27","1932.1350000000000000","1","1","2","50.0000000000000000","453.27","226.6350000000000000","226.5850000000000000","0.05000000000000000000","1","3411","1705.5000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","3.5000000000000000","1.5000000000000000","379.0000000000000000"
"290123","42","30-44","medium engagement","luxury traveler","traveler","frequent traveler","6.142857142857143","business trip","4","140","F","true","false","usa","houston","HOU","29.645","-95.279","9","0.45","190","155.8888888888888889","21.1111111111111111","0.00000000000000000000","0.00000000000000000000","77.7777777777777778","66.6666666666666667","0.00000000000000000000","2023-01-31 07:00:00","2023-07-19 10:00:00","7","28.166666666666668","17733.661381374288","2533.380197339184","10690.11","1704.5983333333333333","7","6","14","85.7142857142857143","4796.11","685.1585714285714286","0.00000000000000000000","0.00000000000000000000","7","5894","842.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.85714285714285714286","3.1666666666666667","1.6666666666666667","178.6060606060606061"
"297546","52","45-59","medium engagement","luxury traveler","traveler","regular traveler","6.2","business trip","3","134","F","true","false","usa","new york","JFK","40.64","-73.779","8","0.42","207","192.8750000000000000","25.8750000000000000","0.00000000000000000000","12.5000000000000000","50.0000000000000000","62.5000000000000000","0.00000000000000000000","2023-01-22 14:00:00","2023-07-14 15:00:00","5","43.25","7090.948336965269","1772.7370842413172","5616.72","1123.3440000000000000","4","4","8","80.0000000000000000","1660.72","332.1440000000000000","0.00000000000000000000","0.00000000000000000000","4","3956.00","806.8000000000000000","23.9900000000000000","0.01000000000000000000","0.75000000000000000000","5.8000000000000000","1.4000000000000000","106.9189189189189189"
"298253","47","45-59","medium engagement","luxury traveler","traveler","one time traveler","6","business trip","1","134","F","true","true","usa","los angeles","LAX","33.942","-118.408","8","0.42","98","91.7500000000000000","12.2500000000000000","25.0000000000000000","12.5000000000000000","12.5000000000000000","0.00000000000000000000","0.00000000000000000000","2023-04-05 07:00:00","2023-04-05 07:00:00","1","0","4183.68105154044","4183.68105154044","712.42","0","1","1","2","100.0000000000000000","712.42","712.4200000000000000","0.00000000000000000000","0.00000000000000000000","1","0","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","2.0000000000000000","0","0","0"
"299476","39","30-44","medium engagement","economy traveler","traveler","one time traveler","8","couple trip","1","133","F","true","false","usa","atlanta","ATL","33.64","-84.427","9","0.47","187","154.1111111111111111","20.7777777777777778","22.2222222222222222","22.2222222222222222","11.1111111111111111","11.1111111111111111","0.00000000000000000000","2023-01-23 15:00:00","2023-01-23 15:00:00","1","0","1090.0004072477632","1090.0004072477632","334.38","334.3800000000000000","1","1","2","100.0000000000000000","192.38","192.3800000000000000","0.00000000000000000000","0.00000000000000000000","1","142","142.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","2.0000000000000000","1.00000000000000000000","71.0000000000000000"
"306819","61","60+","medium engagement","premium traveler","traveler","one time traveler","4","business trip","1","126","F","true","true","usa","new york","JFK","40.64","-73.779","8","0.44","329","1061.8750000000000000","41.1250000000000000","12.5000000000000000","12.5000000000000000","37.5000000000000000","37.5000000000000000","50.0000000000000000","2023-04-11 16:00:00","2023-04-11 16:00:00","1","0","1474.9141044158278","491.63803480527594","790.16","790.1600000000000000","1","1","2","100.0000000000000000","50.16","50.1600000000000000","0.00000000000000000000","0.00000000000000000000","1","740","740.0000000000000000","0.00000000000000000000","0.00000000000000000000","1.00000000000000000000","2.0000000000000000","1.00000000000000000000","370.0000000000000000"
"312488","31","30-44","medium engagement","economy traveler","traveler","one time traveler","6","business trip","1","122","M","true","false","usa","new york","JFK","40.64","-73.779","8","0.46","76","71.0000000000000000","9.5000000000000000","12.5000000000000000","12.5000000000000000","12.5000000000000000","12.5000000000000000","0.00000000000000000000","2023-07-16 07:00:00","2023-07-16 07:00:00","1","0","2171.5337603216926","2171.5337603216926","706.1","706.1000000000000000","1","1","2","100.0000000000000000","407.1","407.1000000000000000","0.00000000000000000000","0.00000000000000000000","1","299","299.0000000000000000","0.00000000000000000000","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","1.00000000000000000000","299.0000000000000000"
